gene_id	gene_name	CONTROL_REP1	CONTROL_REP2	CONTROL_REP3	CONTROL_REP4
FBgn0000283	Cp190	3884.75175	3884.75175	3884.75175	3884.75175
FBgn0000286	Cf2	3530.15175	3530.15175	3530.15175	3530.15175
FBgn0000287	salr	4319.41841666667	4319.41841666667	4319.41841666667	4319.41841666667
FBgn0000289	cg	3490.20629545455	3490.20629545455	3490.20629545455	3490.20629545455
FBgn0000299	Cg25C	5651.75175	5651.75175	5651.75175	5651.75175
FBgn0000303	Cha	3157.25175	3157.25175	3157.25175	3157.25175
FBgn0000307	chif	6196.08508333333	6196.08508333333	6196.08508333333	6196.08508333333
FBgn0000308	chic	1118.754625	1118.754625	1118.754625	1118.754625
FBgn0000316	cin	1821.75175	1821.75175	1821.75175	1821.75175
FBgn0000317	ck	6981.75175	6981.75175	6981.75175	6981.75175
FBgn0000318	cl	400.241583333333	400.241583333333	400.241583333333	400.241583333333
FBgn0000319	Chc	5443.18032142857	5443.18032142857	5443.18032142857	5443.18032142857
FBgn0000320	eya	2815.41841666667	2815.41841666667	2815.41841666667	2815.41841666667
FBgn0000326	clt	1583.75175	1583.75175	1583.75175	1583.75175
FBgn0000330	cm	1361.25175	1361.25175	1361.25175	1361.25175
FBgn0000337	cn	1529.75175	1529.75175	1529.75175	1529.75175
FBgn0000339	cni	680.141833333333	680.141833333333	680.141833333333	680.141833333333
FBgn0000346	comt	2795.25175	2795.25175	2795.25175	2795.25175
FBgn0000351	cort	1360.75175	1360.75175	1360.75175	1360.75175
FBgn0000352	cos	4329.25175	4329.25175	4329.25175	4329.25175
FBgn0000355	Cp15	261.30325	261.30325	261.30325	261.30325
FBgn0000356	Cp16	267.76075	267.76075	267.76075	267.76075
FBgn0000357	Cp18	389.9755	389.9755	389.9755	389.9755
FBgn0000358	Cp19	391.94525	391.94525	391.94525	391.94525
FBgn0000359	Cp36	855.75175	855.75175	855.75175	855.75175
FBgn0000360	Cp38	920.25175	920.25175	920.25175	920.25175
FBgn0000370	crc	1875.25175	1875.25175	1875.25175	1875.25175
FBgn0000376	crm	3548.25175	3548.25175	3548.25175	3548.25175
FBgn0000377	crn	2071.75175	2071.75175	2071.75175	2071.75175
FBgn0000382	csw	5602.00175	5602.00175	5602.00175	5602.00175
FBgn0000384	cta	2199.75175	2199.75175	2199.75175	2199.75175
FBgn0000392	cup	3893.75175	3893.75175	3893.75175	3893.75175
FBgn0000394	cv	1387.41841666667	1387.41841666667	1387.41841666667	1387.41841666667
FBgn0000395	cv-2	4068.75175	4068.75175	4068.75175	4068.75175
FBgn0000404	CycA	2475.25175	2475.25175	2475.25175	2475.25175
FBgn0000405	CycB	2330.75175	2330.75175	2330.75175	2330.75175
FBgn0000406	Cyt-b5-r	1250.75175	1250.75175	1250.75175	1250.75175
FBgn0000409	Cyt-c-p	398.404125	398.404125	398.404125	398.404125
FBgn0000411	D	2013.25175	2013.25175	2013.25175	2013.25175
FBgn0000412	D1	1453.75175	1453.75175	1453.75175	1453.75175
FBgn0000413	da	3029.08508333333	3029.08508333333	3029.08508333333	3029.08508333333
FBgn0000414	Dab	7944.12675	7944.12675	7944.12675	7944.12675
FBgn0000416	Sap-r	3134.25175	3134.25175	3134.25175	3134.25175
FBgn0000422	Ddc	2010.08508333333	2010.08508333333	2010.08508333333	2010.08508333333
FBgn0000426	SmF	219.017	219.017	219.017	219.017
FBgn0000427	dec-1	4100.58508333333	4100.58508333333	4100.58508333333	4100.58508333333
FBgn0000439	Dfd	2478.75175	2478.75175	2478.75175	2478.75175
FBgn0000442	Pkg21D	2322.75175	2322.75175	2322.75175	2322.75175
FBgn0000447	Dhod	1153.25175	1153.25175	1153.25175	1153.25175
FBgn0000448	Hr46	5586.18032142857	5586.18032142857	5586.18032142857	5586.18032142857
FBgn0000449	dib	1714.75175	1714.75175	1714.75175	1714.75175
FBgn0000451	ect	1858.15175	1858.15175	1858.15175	1858.15175
FBgn0000454	Dip-B	1697.75175	1697.75175	1697.75175	1697.75175
FBgn0000455	Dip-C	1588.75175	1588.75175	1588.75175	1588.75175
FBgn0000459	disco	2896.75175	2896.75175	2896.75175	2896.75175
FBgn0000463	Dl	4208.08508333333	4208.08508333333	4208.08508333333	4208.08508333333
FBgn0000464	Lar	7847.46603571429	7847.46603571429	7847.46603571429	7847.46603571429
FBgn0000473	Cyp6a2	1413.75175	1413.75175	1413.75175	1413.75175
FBgn0000477	DNaseII	967.75175	967.75175	967.75175	967.75175
FBgn0000479	dnc	5426.22233823529	5426.22233823529	5426.22233823529	5426.22233823529
FBgn0000482	dor	2900.75175	2900.75175	2900.75175	2900.75175
FBgn0000489	Pka-C3	2181.75175	2181.75175	2181.75175	2181.75175
FBgn0000490	dpp	3326.25175	3326.25175	3326.25175	3326.25175
FBgn0000492	Dr	2291.75175	2291.75175	2291.75175	2291.75175
FBgn0000497	ds	12020.25175	12020.25175	12020.25175	12020.25175
FBgn0000499	dsh	2583.75175	2583.75175	2583.75175	2583.75175
FBgn0000500	Dsk	312.12125	312.12125	312.12125	312.12125
FBgn0000504	dsx	3980.91841666667	3980.91841666667	3980.91841666667	3980.91841666667
FBgn0000520	dwg	1741.75175	1741.75175	1741.75175	1741.75175
FBgn0000524	dx	3567.75175	3567.75175	3567.75175	3567.75175
FBgn0000527	e	2881.75175	2881.75175	2881.75175	2881.75175
FBgn0000529	bsh	1497.25175	1497.25175	1497.25175	1497.25175
FBgn0000533	ea	1218.25175	1218.25175	1218.25175	1218.25175
FBgn0000535	eag	6687.18032142857	6687.18032142857	6687.18032142857	6687.18032142857
FBgn0000536	eas	2643.37675	2643.37675	2643.37675	2643.37675
FBgn0000541	E(bx)	8319.86286111111	8319.86286111111	8319.86286111111	8319.86286111111
FBgn0000542	ec	6507.41841666667	6507.41841666667	6507.41841666667	6507.41841666667
FBgn0000543	ecd	1943.75175	1943.75175	1943.75175	1943.75175
FBgn0000546	EcR	5001.75175	5001.75175	5001.75175	5001.75175
FBgn0000547	ed	5258.08508333333	5258.08508333333	5258.08508333333	5258.08508333333
FBgn0000551	Edg78E	498.48875	498.48875	498.48875	498.48875
FBgn0000552	Edg84A	392.92825	392.92825	392.92825	392.92825
FBgn0000556	Ef1alpha48D	1830.25175	1830.25175	1830.25175	1830.25175
FBgn0000557	Ef1alpha100E	2338.25175	2338.25175	2338.25175	2338.25175
FBgn0000559	EF2	2605.75175	2605.75175	2605.75175	2605.75175
FBgn0000560	eg	1325.41841666667	1325.41841666667	1325.41841666667	1325.41841666667
FBgn0000562	egl	3896.25175	3896.25175	3896.25175	3896.25175
FBgn0000564	Eh	442.3635	442.3635	442.3635	442.3635
FBgn0000565	Eip71CD	740.765791666667	740.765791666667	740.765791666667	740.765791666667
FBgn0000566	Eip55E	1159.75175	1159.75175	1159.75175	1159.75175
FBgn0000567	Eip74EF	5606.55175	5606.55175	5606.55175	5606.55175
FBgn0000568	Eip75B	5181.60889285714	5181.60889285714	5181.60889285714	5181.60889285714
FBgn0000575	emc	1788.75175	1788.75175	1788.75175	1788.75175
FBgn0000576	ems	2217.75175	2217.75175	2217.75175	2217.75175
FBgn0000577	en	2368.25175	2368.25175	2368.25175	2368.25175
FBgn0000578	ena	3410.18032142857	3410.18032142857	3410.18032142857	3410.18032142857
FBgn0000579	Eno	2009.25175	2009.25175	2009.25175	2009.25175
FBgn0000581	E(Pc)	9640.55175	9640.55175	9640.55175	9640.55175
FBgn0000588	esc	1443.75175	1443.75175	1443.75175	1443.75175
FBgn0000591	E(spl)m8-HLH	508.98175	508.98175	508.98175	508.98175
FBgn0000592	Est-6	1514.25175	1514.25175	1514.25175	1514.25175
FBgn0000594	Est-P	1479.75175	1479.75175	1479.75175	1479.75175
FBgn0000606	eve	1145.75175	1145.75175	1145.75175	1145.75175
FBgn0000611	exd	2376.25175	2376.25175	2376.25175	2376.25175
FBgn0000615	exu	2129.75175	2129.75175	2129.75175	2129.75175
FBgn0000617	e(y)1	863.75175	863.75175	863.75175	863.75175
FBgn0000618	e(y)2	250.3995	250.3995	250.3995	250.3995
FBgn0000625	eyg	2560.75175	2560.75175	2560.75175	2560.75175
FBgn0000629	E(z)	2270.75175	2270.75175	2270.75175	2270.75175
FBgn0000633	fas	5668.25175	5668.25175	5668.25175	5668.25175
FBgn0000635	Fas2	3388.03746428571	3388.03746428571	3388.03746428571	3388.03746428571
FBgn0000636	Fas3	2782.18032142857	2782.18032142857	2782.18032142857	2782.18032142857
FBgn0000639	Fbp1	3162.75175	3162.75175	3162.75175	3162.75175
FBgn0000640	Fbp2	693.446083333333	693.446083333333	693.446083333333	693.446083333333
FBgn0000644	Fcp3C	702.77225	702.77225	702.77225	702.77225
FBgn0000658	fj	3290.75175	3290.75175	3290.75175	3290.75175
FBgn0000659	fkh	3671.55175	3671.55175	3671.55175	3671.55175
FBgn0000662	fl(2)d	2173.50175	2173.50175	2173.50175	2173.50175
FBgn0000667	Actn	3370.30730555556	3370.30730555556	3370.30730555556	3370.30730555556
FBgn0000709	fliI	4566.75175	4566.75175	4566.75175	4566.75175
FBgn0000711	flw	2585.75175	2585.75175	2585.75175	2585.75175
FBgn0000715	FMRFa	1166.75175	1166.75175	1166.75175	1166.75175
FBgn0000719	fog	3965.91841666667	3965.91841666667	3965.91841666667	3965.91841666667
FBgn0000721	for	3824.30730555556	3824.30730555556	3824.30730555556	3824.30730555556
FBgn0000723	FER	3187.58508333333	3187.58508333333	3187.58508333333	3187.58508333333
FBgn0000808	gd	1662.75175	1662.75175	1662.75175	1662.75175
FBgn0000810	fs(1)K10	2791.75175	2791.75175	2791.75175	2791.75175
FBgn0000826	png	853.75175	853.75175	853.75175	853.75175
FBgn0000927	fs(1)Ya	1974.75175	1974.75175	1974.75175	1974.75175
FBgn0000928	fs(1)Yb	3241.75175	3241.75175	3241.75175	3241.75175
FBgn0000964	tj	3231.75175	3231.75175	3231.75175	3231.75175
FBgn0000996	dup	2690.75175	2690.75175	2690.75175	2690.75175
FBgn0001075	ft	16591.75175	16591.75175	16591.75175	16591.75175
FBgn0001077	ftz	1513.75175	1513.75175	1513.75175	1513.75175
FBgn0001078	ftz-f1	5079.00175	5079.00175	5079.00175	5079.00175
FBgn0001079	fu	2990.75175	2990.75175	2990.75175	2990.75175
FBgn0001083	fw	4057.75175	4057.75175	4057.75175	4057.75175
FBgn0001084	fy	1357.25175	1357.25175	1357.25175	1357.25175
FBgn0001085	fz	3556.75175	3556.75175	3556.75175	3556.75175
FBgn0001086	fzy	1735.75175	1735.75175	1735.75175	1735.75175
FBgn0001087	g	3737.41841666667	3737.41841666667	3737.41841666667	3737.41841666667
FBgn0001089	Gal	2081.75175	2081.75175	2081.75175	2081.75175
FBgn0001090	bnb	1815.00175	1815.00175	1815.00175	1815.00175
FBgn0001091	Gapdh1	1144.75175	1144.75175	1144.75175	1144.75175
FBgn0001092	Gapdh2	1149.75175	1149.75175	1149.75175	1149.75175
FBgn0001098	Gdh	1735.25175	1735.25175	1735.25175	1735.25175
FBgn0001099	gdl	793.758583333333	793.758583333333	793.758583333333	793.758583333333
FBgn0001104	Galphai	1806.75175	1806.75175	1806.75175	1806.75175
FBgn0001105	Gbeta13F	4363.60889285714	4363.60889285714	4363.60889285714	4363.60889285714
FBgn0001108	Gl	4289.75175	4289.75175	4289.75175	4289.75175
FBgn0001112	Gld	2638.75175	2638.75175	2638.75175	2638.75175
FBgn0001114	Glt	3056.25175	3056.25175	3056.25175	3056.25175
FBgn0001120	gnu	662.78125	662.78125	662.78125	662.78125
FBgn0001122	Galphao	2404.15175	2404.15175	2404.15175	2404.15175
FBgn0001123	Galphas	1503.35175	1503.35175	1503.35175	1503.35175
FBgn0001124	Got1	1422.25175	1422.25175	1422.25175	1422.25175
FBgn0001125	Got2	1307.25175	1307.25175	1307.25175	1307.25175
FBgn0001128	Gpdh	1639.41841666667	1639.41841666667	1639.41841666667	1639.41841666667
FBgn0001133	grau	1633.75175	1633.75175	1633.75175	1633.75175
FBgn0001134	Grd	3810.75175	3810.75175	3810.75175	3810.75175
FBgn0001137	grk	1457.75175	1457.75175	1457.75175	1457.75175
FBgn0001138	grn	3616.75175	3616.75175	3616.75175	3616.75175
FBgn0001139	gro	2996.65175	2996.65175	2996.65175	2996.65175
FBgn0001142	Gs1	1830.08508333333	1830.08508333333	1830.08508333333	1830.08508333333
FBgn0001145	Gs2	1585.41841666667	1585.41841666667	1585.41841666667	1585.41841666667
FBgn0001147	gsb-n	1976.75175	1976.75175	1976.75175	1976.75175
FBgn0001148	gsb	1388.75175	1388.75175	1388.75175	1388.75175
FBgn0001149	GstD1	573.850625	573.850625	573.850625	573.850625
FBgn0001150	gt	1519.75175	1519.75175	1519.75175	1519.75175
FBgn0001168	h	1976.75175	1976.75175	1976.75175	1976.75175
FBgn0001169	H	4755.25175	4755.25175	4755.25175	4755.25175
FBgn0001170	H2.0	1401.75175	1401.75175	1401.75175	1401.75175
FBgn0001174	halo	357.58525	357.58525	357.58525	357.58525
FBgn0001179	hay	2297.25175	2297.25175	2297.25175	2297.25175
FBgn0001180	hb	2999.25175	2999.25175	2999.25175	2999.25175
FBgn0001185	her	1963.75175	1963.75175	1963.75175	1963.75175
FBgn0001186	Hex-A	2794.08508333333	2794.08508333333	2794.08508333333	2794.08508333333
FBgn0001187	Hex-C	1232.75175	1232.75175	1232.75175	1232.75175
FBgn0001189	hfw	2528.75175	2528.75175	2528.75175	2528.75175
FBgn0001197	His2Av	780.267875	780.267875	780.267875	780.267875
FBgn0001202	hk	2056.75175	2056.75175	2056.75175	2056.75175
FBgn0001206	Hmr	4435.75175	4435.75175	4435.75175	4435.75175
FBgn0001208	Hn	1387.25175	1387.25175	1387.25175	1387.25175
FBgn0001215	Hrb98DE	1700.41841666667	1700.41841666667	1700.41841666667	1700.41841666667
FBgn0001216	Hsc70-1	2180.41841666667	2180.41841666667	2180.41841666667	2180.41841666667
FBgn0001217	Hsc70-2	1913.75175	1913.75175	1913.75175	1913.75175
FBgn0001218	Hsc70-3	2806.75175	2806.75175	2806.75175	2806.75175
FBgn0001220	Hsc70-5	2596.25175	2596.25175	2596.25175	2596.25175
FBgn0001222	Hsf	2577.00175	2577.00175	2577.00175	2577.00175
FBgn0001223	Hsp22	1173.762	1173.762	1173.762	1173.762
FBgn0001224	Hsp23	606.313375	606.313375	606.313375	606.313375
FBgn0001225	Hsp26	723.76375	723.76375	723.76375	723.76375
FBgn0001226	Hsp27	1165.75175	1165.75175	1165.75175	1165.75175
FBgn0001227	Hsp67Ba	1472.75175	1472.75175	1472.75175	1472.75175
FBgn0001228	Hsp67Bb	667.0275	667.0275	667.0275	667.0275
FBgn0001229	Hsp67Bc	726.77	726.77	726.77	726.77
FBgn0001230	Hsp68	1970.75175	1970.75175	1970.75175	1970.75175
FBgn0001233	Hsp83	2576.25175	2576.25175	2576.25175	2576.25175
FBgn0001234	Hsromega	7766.32317857143	7766.32317857143	7766.32317857143	7766.32317857143
FBgn0001235	hth	4430.35175	4430.35175	4430.35175	4430.35175
FBgn0001247	Ide	3178.75175	3178.75175	3178.75175	3178.75175
FBgn0001248	Idh	1554.41841666667	1554.41841666667	1554.41841666667	1554.41841666667
FBgn0001250	if	5458.25175	5458.25175	5458.25175	5458.25175
FBgn0001253	ImpE1	4093.42833333333	4093.42833333333	4093.42833333333	4093.42833333333
FBgn0001254	ImpE2	1447.75175	1447.75175	1447.75175	1447.75175
FBgn0001255	ImpE3	833.75175	833.75175	833.75175	833.75175
FBgn0001256	ImpL1	922.085083333333	922.085083333333	922.085083333333	922.085083333333
FBgn0001257	ImpL2	1280.255875	1280.255875	1280.255875	1280.255875
FBgn0001258	ImpL3	1200.50175	1200.50175	1200.50175	1200.50175
FBgn0001259	in	2801.75175	2801.75175	2801.75175	2801.75175
FBgn0001263	inaD	2052.75175	2052.75175	2052.75175	2052.75175
FBgn0001269	inv	3220.08508333333	3220.08508333333	3220.08508333333	3220.08508333333
FBgn0001276	ix	467.19575	467.19575	467.19575	467.19575
FBgn0001280	janA	414.638166666667	414.638166666667	414.638166666667	414.638166666667
FBgn0001281	janB	312.12125	312.12125	312.12125	312.12125
FBgn0001285	Jon44E	888.269375	888.269375	888.269375	888.269375
FBgn0001291	Jra	1278.08508333333	1278.08508333333	1278.08508333333	1278.08508333333
FBgn0001296	kar	1988.25175	1988.25175	1988.25175	1988.25175
FBgn0001297	kay	3607.55175	3607.55175	3607.55175	3607.55175
FBgn0001301	kel	5215.75175	5215.75175	5215.75175	5215.75175
FBgn0001308	Khc	3457.75175	3457.75175	3457.75175	3457.75175
FBgn0001311	kkv	5241.41841666667	5241.41841666667	5241.41841666667	5241.41841666667
FBgn0001313	kl-2	13125.75175	13125.75175	13125.75175	13125.75175
FBgn0001316	klar	6003.86286111111	6003.86286111111	6003.86286111111	6003.86286111111
FBgn0001319	kn	3161.55175	3161.55175	3161.55175	3161.55175
FBgn0001320	kni	1745.25175	1745.25175	1745.25175	1745.25175
FBgn0001321	knk	2413.75175	2413.75175	2413.75175	2413.75175
FBgn0001323	knrl	3156.75175	3156.75175	3156.75175	3156.75175
FBgn0001324	kto	4471.25175	4471.25175	4471.25175	4471.25175
FBgn0001325	Kr	3213.25175	3213.25175	3213.25175	3213.25175
FBgn0001330	kz	3573.75175	3573.75175	3573.75175	3573.75175
FBgn0001332	L	2371.75175	2371.75175	2371.75175	2371.75175
FBgn0001341	l(1)1Bi	3419.75175	3419.75175	3419.75175	3419.75175
FBgn0001404	egh	3021.08508333333	3021.08508333333	3021.08508333333	3021.08508333333
FBgn0001491	l(1)10Bb	673.7775	673.7775	673.7775	673.7775
FBgn0001565	Hlc	1779.25175	1779.25175	1779.25175	1779.25175
FBgn0001612	Grip91	3310.75175	3310.75175	3310.75175	3310.75175
FBgn0001624	dlg1	4168.60889285714	4168.60889285714	4168.60889285714	4168.60889285714
FBgn0001941	ifc	1459.75175	1459.75175	1459.75175	1459.75175
FBgn0001942	eIF-4a	1574.91841666667	1574.91841666667	1574.91841666667	1574.91841666667
FBgn0001961	Arpc1	1438.75175	1438.75175	1438.75175	1438.75175
FBgn0001965	Sos	5374.75175	5374.75175	5374.75175	5374.75175
FBgn0001967	NimC3	591.825	591.825	591.825	591.825
FBgn0001970	Pgant35A	1899.75175	1899.75175	1899.75175	1899.75175
FBgn0001974	l(2)35Bd	1508.75175	1508.75175	1508.75175	1508.75175
FBgn0001977	CIAPIN1	2097.75175	2097.75175	2097.75175	2097.75175
FBgn0001978	stc	3868.25175	3868.25175	3868.25175	3868.25175
FBgn0001981	esg	2012.75175	2012.75175	2012.75175	2012.75175
FBgn0001983	wor	1961.75175	1961.75175	1961.75175	1961.75175
FBgn0001986	l(2)35Df	3324.75175	3324.75175	3324.75175	3324.75175
FBgn0001987	Gli	3885.95175	3885.95175	3885.95175	3885.95175
FBgn0001989	l(2)35Di	591.039625	591.039625	591.039625	591.039625
FBgn0001990	wek	1601.75175	1601.75175	1601.75175	1601.75175
FBgn0001991	Ca-alpha1D	8337.55175	8337.55175	8337.55175	8337.55175
FBgn0001992	Cyp303a1	2040.25175	2040.25175	2040.25175	2040.25175
FBgn0001994	crp	3709.25175	3709.25175	3709.25175	3709.25175
FBgn0001995	mRpL4	751.75175	751.75175	751.75175	751.75175
FBgn0002021	l(2)37Bb	1447.75175	1447.75175	1447.75175	1447.75175
FBgn0002022	Catsup	1437.75175	1437.75175	1437.75175	1437.75175
FBgn0002023	Lim3	2538.46603571429	2538.46603571429	2538.46603571429	2538.46603571429
FBgn0002031	l(2)37Cc	1297.75175	1297.75175	1297.75175	1297.75175
FBgn0002036	CG10561	1791.75175	1791.75175	1791.75175	1791.75175
FBgn0002044	swm	3800.75175	3800.75175	3800.75175	3800.75175
FBgn0002069	Aats-asp	1780.08508333333	1780.08508333333	1780.08508333333	1780.08508333333
FBgn0002121	l(2)gl	5014.66084090909	5014.66084090909	5014.66084090909	5014.66084090909
FBgn0002174	l(2)tid	1510.35175	1510.35175	1510.35175	1510.35175
FBgn0002183	dre4	3371.25175	3371.25175	3371.25175	3371.25175
FBgn0002283	l(3)73Ah	1102.75175	1102.75175	1102.75175	1102.75175
FBgn0002284	Prosbeta6	683.7775	683.7775	683.7775	683.7775
FBgn0002306	sas	5247.25175	5247.25175	5247.25175	5247.25175
FBgn0002354	l(3)87Df	294.917	294.917	294.917	294.917
